company,job-title,url,programming-languages,job-description
Waymo,"Software Engineer, Robotics (Fallback)",https://waymo.com/joinus/2245573/,C++,"
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
As Waymo becomes a multi-product company, Trucking will be our second largest opportunity and will see massive growth in 2020 as we tackle the unique challenges that it presents. We believe that commercial trucking, the backbone of our economy, stands to reap untold benefits by deploying autonomous trucks, particularly during long-haul stretches. Roads will be safer. Goods will be cheaper. Truckers will be called upon to use their skills in new ways while the truck itself becomes a trusted navigation partner. 
In this role, you'll be working with a small but rapidly growing team, benefitting from shared technology and expertise of the greater Waymo and Alphabet organizations. We are looking for software engineers and roboticists who are passionate about evolving the safety-critical fallback and mitigation systems for self-driving cars and trucks beyond the state of the art.
Responsibilities:

Adapt and extend existing fallback systems for deployment across the Waymo fleet of trucks and cars, while creating all-new approaches where needed
Evaluate and understand the cross-functional, trucking-specific challenges that need to be tackled to operate a large fleet of autonomous trucks safely and efficiently at scale
Prototype and deploy robust and reliable solutions to cutting-edge driving problems.
Improve how our vehicles act and react in complex, nuanced, and rare situations.
Work cross-functionally across Waymoâs Planning, Perception, Infrastructure, Simulation, SysEng, Product, and other teams to drive new features to completion

Minimum Qualifications:

BS in Computer Science, Robotics, similar technical field of study, or equivalent practical experience
Experience in programming in C++ and with robust, safety-critical, efficient code
Experience in at least one of: robotics, perception, motion planning and control, safety-critical systems (eg aerospace, medical or automotive), or autonomous systems
Experience with data structures and advanced algorithms

Preferred Qualifications:

M.S. in robotics, computer science, autonomous systems or a related field.
A generalist mindset with experience across the automated driving stack, from perception to behavior to mapping and localization to infrastructure.
Extensive experience with autonomous or robotics systems deployed in the real world
An interest in solving open ended problems

"
Waymo,"Software Engineer, Routing Navigation",https://waymo.com/joinus/1230318/,C++,"
      Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
Software Engineering builds the brains of Waymo's fully self-driving vehicles. Our software allows our vehicles to perceive the world around them, make the right decision for every situation, and deliver people safely to their destinations. We think deeply and solve complex technical challenges in areas like robotics, perception, decision-making and deep learning, while collaborating with hardware and systems engineers. If youâre a software engineer whoâs curious and passionate about Level 4 autonomous driving, we'd like to meet you.
In this Software Engineering role, youâll be responsible for developing infrastructure and algorithms for improving routes driven by our self-driving vehicles. 
Responsibilities include:

Developing new algorithms to improve navigation capabilities and fleet efficiency.
Optimizing real-time decision making for making routes fast, safe and comfortable.
Building simulation tools and infrastructure to enable data-driven decision making.
Developing new metrics and understanding how customer feedback should influence decision-making.

Minimum Qualifications

A BS or MS degree in Computer Science, Robotics, similar technical field of study, or equivalent practical experience
Experience writing performant C++ code

Preferred Qualifications 

Knowledge of Routing or Motion Planning algorithms
Experience building and deploying Machine Learning models
Experience writing safety-critical code
Experience with advanced graph search algorithms
Experience with data analysis

 
"
Waymo,"Software Engineer, Simulation",https://waymo.com/joinus/1791462/,C++,"
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
The Simulation Team enables Waymo to simulate and analyze millions of miles of driving every day. We can recreate, modify, and amplify our real-world experience -- or generate entirely new situations from scratch. Our work is central to the development workflow of the onboard self-driving software team, enabling onboard engineers to rapidly iterate and understand the subtle consequences of any change to the system. As powerful as this system is, however, there are still many open problems to solve and much work ahead of us. 
On our Simulation team, we have multiple Software Engineering roles open. Some examples of problems we want to solve are: 

Design simulated agents that interact in realistic ways with the self-driving car
Seamlessly integrate logged data replay and simulated agents
Quantify the performance and safety characteristics of the self-driving car
Filter simulated data and detect the most interesting issues
Build reliable and scalable infrastructure services that make it easy to use simulation in new ways
Automate or streamline manual triage processes performed by a large team of operators
Generate simulations that target specific challenges
Automatically pick the most useful simulations to run at any time
Accelerate onboard software development with improved tools and visualization

At a minimum weâd like you to have:

A BS or MS in Computer Science or a similar discipline. An equivalent amount of real-life experience is also welcome
Experience with C++ (or a willingness to learn) and comfortable navigating a large code base 
Passion about self-driving cars

Itâs preferred if you have:

Industry experience writing C++
Full stack web development experience (frontend and backend)
AngularJS or Angular2 experience
Interest in learning from and optimizing for users
Experience or an interest in machine learning or AV simulation 

"
Waymo,"Software Engineer, Simulation Agents",https://waymo.com/joinus/2231063/,C++,"
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
The Simulation Team enables Waymo to simulate and analyze millions of miles of driving every day. We can recreate, modify, and amplify our real-world experience -- or generate entirely new situations from scratch. Our work is central to the development workflow of the onboard self-driving software team, enabling onboard engineers to rapidly iterate and understand the subtle consequences of any change to the system. As powerful as this system is, however, there are still many open problems to solve and much work ahead of us. 
On our Simulation Agents team, we have multiple Software Engineering roles open. Some examples of problems we want to solve are: 

Design simulated agents that interact in realistic ways with the self-driving car
Seamlessly integrate logged data replay and simulated agents
Quantify the performance and safety characteristics of the self-driving car
Filter simulated data and detect the most interesting issues
Build reliable and scalable infrastructure services that make it easy to use simulation in new ways
Automate or streamline manual triage processes performed by a large team of operators
Generate simulations that target specific challenges
Automatically pick the most useful simulations to run at any time
Accelerate onboard software development with improved tools and visualization

At a minimum weâd like you to have:

A BS or MS in Computer Science or a similar discipline. An equivalent amount of real-life experience is also welcome
Experience with C++ (or a willingness to learn) and comfortable navigating a large code base 
Passion about self-driving cars

Itâs preferred if you have:

Industry experience writing C++
Full stack web development experience (frontend and backend)
AngularJS or Angular2 experience
Interest in learning from and optimizing for users
Experience or an interest in machine learning or AV simulation

Competitive Salary Offered
Opening date: 1 July 2020
"
Waymo,"Software Engineer, Simulation Realism",https://waymo.com/joinus/1232222/,C++,"
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
Simulation is critical to the development and testing of the self driving car (SDC) software.  It enables engineers to rapidly iterate and understand the subtle consequences of any change to the SDC software.
However, the utility of our simulations is predicated on the realism and fidelity of these results.  Our team is responsible for building the simulated agents and generating realistic sensor data such that every simulated mile is as realistic as in the real world.
In this Simulation Software Engineering role, you'll:

Design simulated/AI agents that interact in realistic ways with the self-driving car.
Simulate sensor output and field of view of the SDC in the virtual driving environment.
Modify the simulator and onboard software so the behaviors seen on the road can be reproduced in simulation deterministically.
Filter simulated data and detect the most interesting issues.

At a minimum weâd like you to have:

A BS or MS in Computer Science or a similar discipline.
Passionate about self-driving cars.
Desire to learn and validate the self driving car software and root cause issues.

Itâs preferred if you have:

Writing C++ and comfortable navigating a large code base.
Working on large systems where performance and robustness matters.
Designing and building game engine, game AI, or the platform for agent scripting.
Computational geometry, camera rendering, or simulating sensor output.
Motion planning or modeling human behavior on the road.

 
"
Waymo,"Software Engineeri, Motion Control",https://waymo.com/joinus/2184522/,C++,"
      Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
Software Engineering builds the brains of Waymo's fully self-driving vehicles. Our software allows our vehicles to perceive the world around them, make the right decision for every situation, and deliver people safely to their destinations. We think deeply and solve complex technical challenges in areas like robotics, perception, decision-making and deep learning, while collaborating with hardware and systems engineers. If youâre a software engineer or researcher whoâs curious and passionate about Level 4 autonomous driving, we'd like to meet you. 
In this planner and controls role, youâll:

Build motion planning and decision-making systems for the self-driving vehicles, ensuring that the behavior of our vehicles is safe, smooth, and predictable to other road users
Build robust solutions to cutting-edge driving problems
Improve how our vehicles act and react in complex and nuanced situations
Grow a fundamental understanding of the next driving challenges by analyzing real-world logs collected on our state-of-the-art fleet

Weâd like you to have: 

MS/PHD in Computer Science, Robotics, similar technical field of study, or equivalent practical experience
Experience in at least one of: robotics research in motion planning and control (e.g., trajectory optimization, planning under uncertainty, probabilistic robotics, optimal control, guidance, navigation and control, etc.), data analysis at scale, machine learning at scale
Experience in data structures and advanced algorithms
Experience programming in C++ and with robust, safety-critical, efficient code
Experience solving software problems using geometry and linear algebra

"
Waymo,"Technical Lead Manager, Planner",https://waymo.com/joinus/2015018/,"Python, C++","
Waymo is a self-driving technology company with a mission to make it safe and easy for people and things to get where theyâre going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Worldâs Most Experienced Driver in hopes of improving the world's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 15 billion miles of simulation testing.
At Waymo, we are building the brains of Waymoâs self driving vehicles. Our software allows our vehicles to perceive the world around them, predict how it is likely to evolve and make the right decision for every situation. We conduct novel research to address real-world behavior prediction, imitation learning, planning and control problems and collaborate with research teams at Alphabet. Here at Waymo, we have access to millions of miles of real driving data from a diverse set of sensors, enabling researchers like you to develop complex models and techniques at scale. Improvements deployed to our system can immediately impact our large fleet of autonomous vehicles.
We are looking for a Tech Lead Manager who is curious and passionate about Level 4 autonomous driving.
In this leadership role, you'll:

Lead a team of software engineers that build motion planning and decision-making systems for the self-driving vehicles, ensuring that the behavior of our vehicles is safe, smooth, and predictable to other road users
Design and lead efforts to improve how our vehicles act and react in complex and nuanced situations
Attract, grow, and retain a diversity of talent, providing technical direction and career growth opportunities
Inspire and motivate the team to work together as a cohesive and productive unit
Guide all technical aspects of development, including technical requirements definition, design, implementation, unit testing, and integration
Work closely with engineering partners and stakeholders to drive organizational alignment

At a minimum we would like you to have:

Must have a BS, MS, or PhD in Computer Science, Robotics or similar technical field of study
Managed a team and set technical direction in the past
Experience managing projects spanning across multiple teams
Experience in Python and/or C++
Strong written and verbal communications 

Itâs preferred if you have:

Experience in the Self Driving Car industry
2+ years of experience as an engineering manager

"
Waymo,"Technical Lead Manager, Trucking",https://waymo.com/joinus/2351761/,"Python, C++","
As Waymo is becoming a multi-product company, Trucking is our second largest opportunity and will see massive growth in 2020/2021. We believe that commercial trucking, the backbone of our economy, stands to reap untold benefits by deploying autonomous trucks, particularly during long-haul stretches. Roads will be safer. Goods will be cheaper. Truckers will be called upon to use their skills in new ways while the truck itself becomes a trusted navigation partner. 
In this role, you'll be working with a small but rapidly growing team, benefitting from shared technology of the greater Waymo and Alphabet organizations. Our team is made up of robotics specialists from some of the leading technology companies of our time - with deep expertise in artificial intelligence, machine learning, and real-world deployment of advanced technology.
We are looking for a strong Technical Lead who is curious and passionate about Level 4 autonomous trucking.
In this leadership role, youâll:

Lead a team of software engineers that builds self driving capabilities for the most challenging situations a truck might encounter, for example, navigating active freeway construction sites
Guide all technical aspects of development, including technical requirements definition, design, implementation, unit testing, and integration
Act as a sounding board and technical architect for your teams, help define technical vision and strategy
Work closely with engineering partners and stakeholders to drive organizational alignment
Work cross-functionally across Waymoâs Planning, Perception, Research and Simulation teams to drive new features to completion

At a minimum weâd like you to have:

Must have a BS, MS, or PhD in Computer Science, Robotics or similar technical field of study
Experience leading engineering projects across multiple teams
Experience building and architecting large-scale, production quality systems
Strong written and verbal communications 
Experience in Python and/or C++

Itâs preferred if you have: 

Experience in the Self Driving Car industry or Robotics
Strong technical leadership, including experience leading complex infra projects

"
Waymo,"Technical Lead, Trucking",https://waymo.com/joinus/2357420/,"Python, C++","
As Waymo is becoming a multi-product company, Trucking is our second largest opportunity and will see massive growth in 2020/2021. We believe that commercial trucking, the backbone of our economy, stands to reap untold benefits by deploying autonomous trucks, particularly during long-haul stretches. Roads will be safer. Goods will be cheaper. Truckers will be called upon to use their skills in new ways while the truck itself becomes a trusted navigation partner. 
In this role, you'll be working with a small but rapidly growing team, benefitting from shared technology of the greater Waymo and Alphabet organizations. Our team is made up of robotics specialists from some of the leading technology companies of our time - with deep expertise in artificial intelligence, machine learning, and real-world deployment of advanced technology.
We are looking for a strong Technical Lead who is curious and passionate about Level 4 autonomous trucking.
In this leadership role, youâll:

Lead a team of software engineers that builds self driving capabilities for the most challenging situations a truck might encounter, for example, navigating active freeway construction sites
Guide all technical aspects of development, including technical requirements definition, design, implementation, unit testing, and integration
Act as a sounding board and technical architect for your teams, help define technical vision and strategy
Work closely with engineering partners and stakeholders to drive organizational alignment
Work cross-functionally across Waymoâs Planning, Perception, Research and Simulation teams to drive new features to completion

At a minimum weâd like you to have:

Must have a BS, MS, or PhD in Computer Science, Robotics or similar technical field of study
Experience leading engineering projects across multiple teams
Experience building and architecting large-scale, production quality systems
Strong written and verbal communications 
Experience in Python and/or C++

Itâs preferred if you have: 

Experience in the Self Driving Car industry or Robotics
Strong technical leadership, including experience leading complex infra projects

"
Tesla,"Software Engineer, Mobile & Web UI",https://www.tesla.com/jp/careers/job/software-engineermobilewebui-72387,,"The Role
Want to engineer rich user experiences that power our Megapack, Powerpack, Powerwall, Tesla Solar, Solar Roof, Powerhub, and Autobidder products? Want to create bleeding-edge UI for our mobile application? Want to contribute to a sophisticated platform for trading energy in real-time financial markets, shaping the future of the electric grid? Tesla is looking for entry-level, Senior, and Staff Software Engineers to contribute to our complete suite of user interfaces, driving the worldwide transition to sustainable energy.

Powered by our highly performant distributed systems, our UIs are built with Typescript, React, React Native, D3 Scales, WebGL, and the Godot Engine. We collaborate closely with our Los Angeles Design Studio, focus on extensible design systems, and obsess over open-source quality solutions to create scalable applications. We move quickly with an emphasis on data contracts via protocol buffers, and aspire to always delight our users with wonderful interactions. If this sounds like your jam, we want to chat!

Responsibilities
Engineer UI platform using TypeScript, React, React Native, Redux, D3 Scales, WebGL, and the Godot Engine.
Obsess over delivering beautiful, intuitive, and power applications for our users across the consumer, commercial, and industrial industries.
Provide technical leadership and innovation to push our product suite forward.
Increase application stability and performance through unit, integration, and stress testing.

Requirements
Bachelor's or Master's degree in computer science, engineering, or equivalent work experience.
Minimum 2 years of experience building applications for the web, iOS, or Android. "
Tesla,Software Engineer (Full Stack) - Fin Plat,https://www.tesla.com/jp/careers/job/software-engineerfullstack-finplat-68240,"SQL, Go","ROLE
We are looking for a highly motivated software engineer specializing in server-side web development that is also comfortable working with the entire stack (front-end and infrastructure). You will join a small, expert team building server-side and front-end software for the systems that support sales and service for both vehicle and energy products.   You will also be working on developer tools improve productivity and empower developers across the company.  The ideal candidate will have a passion for building world-class software and a track record of success creating highly and scalable software systems. You will need strong software engineering skills, excellent interpersonal communication, and experience accepting and giving meaningful feedback on technical designs and pull requests.
 RESPONSIBILITIES
 •             Participate in requirements gathering, technical specification, and the design and development of complex software projects
•             Work with product managers, content producers, QA engineers and release engineers to own your solution from development to production
•             Contribute to software architecture design, development of software applications, and integration into enterprise systems
•             Design software architecture based on business requirements, strategy and priorities
•             Promote software engineering best practices via example, participation in code reviews, building tools, and documentation
•             Be nimble and react quickly to changing business conditions and priorities
•             Leverage your existing skills while learning and implementing new technologies
•             Interact with teams of engineers from multiple disciplines
•             Participate in on-call rotation for the team’s mission critical applications
  REQUIREMENTS
 •             BS/MS in Computer Science or equivalent experience and evidence of exceptional ability
•             2+ years of working experience
•             Experience in .NET Framework, .NET Core, package management, and dependency injection
•             Database experience (MySQL, Postgres, SQL Server) and good knowledge in query optimization
•             Experience with distributed architectures and REST APIs
•             Good unit testing and integration testing practices
•             Agile/SCRUM Software Development Process experience
•             Exposure to Go, Node, NPM and other open source technologies
•             Experience with continuous integration and continuous delivery
•             Experience with Docker and Kubernetes
•             Working knowledge of continuous deployment, feature toggles, logging, metrics, monitoring, and alerting
•             Excellent interpersonal communication skills
 "
Tesla,"Rendering Engineer, Software Infotainment",https://www.tesla.com/jp/careers/job/rendering-engineersoftwareinfotainment-68341,C,"The Role
We are looking for a motivated real-time rendering engineer to help us advance the software infotainment system in our cars. We are aiming to build the world’s best in-car experience by taking full advantage of our 17-inch display, graphics hardware, and recent advances in features. The ideal candidate is self-driven and looks forward to solving challenging problems. In-car graphics relies heavily on rendering technologies like OpenGL. The ideal candidate is an expert with OpenGL/DirectX and can use it to create real-time rendering techniques such as deferred rendering, HDR, ambient-occlusion, particle systems for snow, rain, etc. We are looking for engineers that can write rendering engines like Unreal, not simply those engineers that use them as a black box.
Responsibilities 
Write GLSL shaders to implement specific real-time rendering effects 
Design and implement real-time rendering techniques.
Design, code, and debug software running on Linux-based development platforms.
Diagnose and fix performance issues related to memory/disk footprint, frame rate, and network bandwidth.
Work with a cross-functional team of hardware engineers, application/UI software engineers, QA/Validation, and designers.
Requirements
Proficient in C and C++.
Proficient in OpenGL and OpenGL ES2.
Experience writing and shipping real-time rendering techniques, like shadow maps, etc.
Good understanding of the rendering pipeline, from the perspective of an engineer building a game rendering engine.
High standards for code quality, maintainability, and performance.
Experience with video game rendering architectures is a plus."
Tesla,Software Engineer (Full Stack) - Fin Plat,https://www.tesla.com/jp/careers/job/software-engineerfullstack-finplat-68240,"SQL, Go","ROLE
We are looking for a highly motivated software engineer specializing in server-side web development that is also comfortable working with the entire stack (front-end and infrastructure). You will join a small, expert team building server-side and front-end software for the systems that support sales and service for both vehicle and energy products.   You will also be working on developer tools improve productivity and empower developers across the company.  The ideal candidate will have a passion for building world-class software and a track record of success creating highly and scalable software systems. You will need strong software engineering skills, excellent interpersonal communication, and experience accepting and giving meaningful feedback on technical designs and pull requests.
 RESPONSIBILITIES
 •             Participate in requirements gathering, technical specification, and the design and development of complex software projects
•             Work with product managers, content producers, QA engineers and release engineers to own your solution from development to production
•             Contribute to software architecture design, development of software applications, and integration into enterprise systems
•             Design software architecture based on business requirements, strategy and priorities
•             Promote software engineering best practices via example, participation in code reviews, building tools, and documentation
•             Be nimble and react quickly to changing business conditions and priorities
•             Leverage your existing skills while learning and implementing new technologies
•             Interact with teams of engineers from multiple disciplines
•             Participate in on-call rotation for the team’s mission critical applications
  REQUIREMENTS
 •             BS/MS in Computer Science or equivalent experience and evidence of exceptional ability
•             2+ years of working experience
•             Experience in .NET Framework, .NET Core, package management, and dependency injection
•             Database experience (MySQL, Postgres, SQL Server) and good knowledge in query optimization
•             Experience with distributed architectures and REST APIs
•             Good unit testing and integration testing practices
•             Agile/SCRUM Software Development Process experience
•             Exposure to Go, Node, NPM and other open source technologies
•             Experience with continuous integration and continuous delivery
•             Experience with Docker and Kubernetes
•             Working knowledge of continuous deployment, feature toggles, logging, metrics, monitoring, and alerting
•             Excellent interpersonal communication skills
 "
Tesla,"Software Engineer, Back End (GoLang/Go)",https://www.tesla.com/jp/careers/job/software-engineerbackendgolang-go-72385,"Java, PHP, SQL, Go","This position is within our Applications Engineering organization, which is responsible for building Information Systems to support Tesla's rapid growth while providing amazing customer experience. The organization builds applications & systems that bring our amazing Vehicles & Energy products to customers. Some of the core functions include CRM, e-commerce, financial transactions, ERP & manufacturing.

Digital Products Engineering, under the umbrella of Applications Engineering, builds our customer facing www.tesla.com that help our customers across 60+ countries understand our products, place and track the order status until delivery/install. The team also builds native and kiosk applications for our retail stores. In the backend, this team builds systems to manage our customer data, optimize schedule of service centers & installation crews and several core platforms (Document Management, Adaptive Surveys, API Gateways etc.)
 Responsibilities
Design, development and implementation of applications for Tesla customers on features like referrals (Loot Box), service center appointment management and support content
Use Golang/Go and MS SQL technology stack
Design software architecture based on business requirements, strategy and priorities
Promote software engineering best practices via code reviews, building tools and documentation
Be nimble and react quickly to changing business conditions
Leverage your existing skills while learning and implementing new, open source technologies as Tesla grows
Work with product managers, content producers, QA engineers and release engineers to own your solution from development to production 
Requirements
Must have
BS in Computer Science or equivalent discipline
Experience with the GoLang/Go platform  
Experience in MS SQL Server is required and good knowledge in query optimization
Expert knowledge of REST APIs
Good unit testing and integration testing practices
Experience with message queue architecture      
Good to have
Exposure to .Net, PHP, Java and other open source technologies
Experience with Docker and Kubernetes
Agile/SCRUM Software Development Process experience"
Tesla,"Embedded Software Engineer, Kernel - Tesla Energy",https://www.tesla.com/jp/careers/job/embedded-softwareengineerkernel-teslaenergy-71411,"Python, C, C++, Go","The Role
Tesla Energy is looking for an Embedded Software Engineer to join a small team responsible for energy management and control applications. We are looking for candidates experienced with low-level software such as drivers, porting kernels to new hardware, firmware, boot loaders and general bring-up and debug on the boundaries of hardware and software. Background in low-latency and real-time systems is particularly interesting, but most of all we’re looking for people with high capacity and ability to ramp up in whatever topic is needed. Strong C knowledge and excellent debugging skills are critical to be successful in this role. 

Responsibilities
• Deliver high quality system-level software for various hardware components
• Driver development, board bring-up and new hardware enablement on RTOS or Linux
• Packaging and build system integration of various software components 
• Define new hardware requirements 
• Closely work with teams across the company; Hardware, Applications, QA, Validation and Manufacturing 
• Collaborate with validation teams to develop test strategies and test plans 

Requirements
• 5-10+ years’ experience building, debugging and shipping embedded systems using Linux or RTOS
• Comfortable with debugging hardware issues
• Familiar with SoC level software development (ARM, x86 or other architectures)
• Can read and interpret system schematics
• Proficient in C and/or C++
• Experience developing embedded software for safety-critical applications in production environments
• Working knowledge of embedded networking protocols such as CAN, RS-485, ModBus, and Ethernet
• Experience writing and understanding technical specifications

Beneficial Knowledge and Experience
• Proven record of delivering quality system-level products
• Experience developing RTOS on Cortex-M and similar platforms
• Development and debug of firmware such as u-boot or coreboot.
• Security features such as SELinux, crypto, verified boot and trusted execution environments.
• Real-time and low-latency software development.
• Familiar with build environments such as buildroot. • Experience with communication standards and technologies like WiFi, ZigBee, mesh networking, cellular networks • Comfortable with Go, Python, shell scripting, make, etc."
Tesla,"Software Engineer, Mobile & Web UI",https://www.tesla.com/jp/careers/job/software-engineermobilewebui-72387,,"The Role
Want to engineer rich user experiences that power our Megapack, Powerpack, Powerwall, Tesla Solar, Solar Roof, Powerhub, and Autobidder products? Want to create bleeding-edge UI for our mobile application? Want to contribute to a sophisticated platform for trading energy in real-time financial markets, shaping the future of the electric grid? Tesla is looking for entry-level, Senior, and Staff Software Engineers to contribute to our complete suite of user interfaces, driving the worldwide transition to sustainable energy.

Powered by our highly performant distributed systems, our UIs are built with Typescript, React, React Native, D3 Scales, WebGL, and the Godot Engine. We collaborate closely with our Los Angeles Design Studio, focus on extensible design systems, and obsess over open-source quality solutions to create scalable applications. We move quickly with an emphasis on data contracts via protocol buffers, and aspire to always delight our users with wonderful interactions. If this sounds like your jam, we want to chat!

Responsibilities
Engineer UI platform using TypeScript, React, React Native, Redux, D3 Scales, WebGL, and the Godot Engine.
Obsess over delivering beautiful, intuitive, and power applications for our users across the consumer, commercial, and industrial industries.
Provide technical leadership and innovation to push our product suite forward.
Increase application stability and performance through unit, integration, and stress testing.

Requirements
Bachelor's or Master's degree in computer science, engineering, or equivalent work experience.
Minimum 2 years of experience building applications for the web, iOS, or Android. "
Tesla,Senior Software Engineer,https://www.tesla.com/jp/careers/job/senior-softwareengineer-71696,"C#, Java, Ruby, JavaScript, SQL, Go","THE ROLE
As a Software Engineer you’ll take part in the design and development of software for the current and next generation of Tesla’s Enterprise Resource Planning systems. In this role, you’ll be developing highly complex applications with a team goal of streamlining business operations and improving overall user experience. The ideal candidate is a self-starter with a strong desire to increase efficiencies, and make an impact while contributing to a cross-functional team. Your ability to creatively collaborate and execute team goals will affect scalabiliy and directly contribute to the company mission of accelerating the world’s transistion to sustainable energy.
RESPONSIBILITIES
·       Work with experienced engineers across many functional areas to deliver business value to internal and external stakeholders.
·       Design and develop new modules on the home grown ERP application Warp which is used to plan, procure and produce cars.
·       Develop scalable solutions using tools like Angular, C# dotNet, MySQL and other open stack frameworks.
·       Know your app!  Seek to understand all aspects, business and technical, of the applications on which you work so that you can be most effective.
·       Contribute towards the timely completion of development tasks and small projects while applying company standards.
·       Continually learn and apply relevant software development practices, patterns, tools and technologies.
·       Increase efficiency, reduce waste wherever and whenever possible.
REQUIREMENTS
·       4+ years in web application development, including: Implementing Application Programming Interfaces (APIs), Object Oriented Programming and Design (OOP&D), Object Relational Mapping (ORM)
·       Experience in frontend development, using tools such as: JavaScript, Angular, React, etc.
·       Experience in backend development, using tools such as: C#, Java, Go, Ruby, etc.
·       Relational databases, SQL, NoSQL
·       Agile Development
·       Distributed Source Control, using tools such as: Git
·       Education: BS/MS in Computer Science or equivalent degree."
