job-title,job-description
"Maps Software Engineer, Automation - Vehicle Engineering","THE ROLE:
Tesla is looking for a Software Engineer to join our Maps, Routing, and Guidance Infotainment Engineering team. This team is focused on creating the world's best in-car navigation experience that runs on the various vehicle Infotainment displays (Model S, Model X, Model 3, etc.). You will work with other devlopers, automation engineers, user experience testers to ensure new features are well-built and tested through automation. You will be responsible for developing new features and creating automated tests to cover all new and legacy features.
RESPONSIBILITIES:
Strong software development skills in one or more common programming/scripting languages such as Ruby, Python, Go, C/C++, or Java.
Develop/build new feature code from scratch.
Develop automated test scripts that validate UI/UX functionality specific to maps and navigation.
Work closely with QA engineers, developers, and user experience testers to ensure the UI features are well tested through automation.
Collaborate with our UI Frameworks team to integrate these automated test cases into our continuous integration pipeline.
Investigate failures of automated test executions and maintain regression tests.
REQUIREMENTS:
BS in Computer Science, Physics, Computer Engineering, Electrical Engineering or proof of exceptional skills in related fields, with practical software engineering experience. 
1+ years of Software Development experience.
Desire to work in a fast paced, demanding and highly collaborative environment.
Mobile/Web application automation testing.
Familiar with Linux/Unix environments.
Experience with industry standard development and automation tools (Stash, JIRA, Jenkins, Git, Docker, etc).
Strong familiarity with industry continuous integration concepts."
"Software Engineer, Mobile Automation - Infotainment","THE ROLE:
Tesla is looking for an exceptional Software Engineer in Test to join our Mobile  Infotainment Engineering team. This team is focused on building, developing and testing our Android and iOS mobile apps that allow users to view status and control various features of their Tesla products. You will help lead projects and work with other developers, product managers and designers to ensure we’re delivering the best user experience when new features are added to the app. You will put on your customer hat while performing your day-to-day duties and make sure we provide the most awesome experience imaginable.
RESPONSIBILITIES:
Software Development for both Android and iOS platforms.
Develop automated test scripts that validate UI/UX functionality.
Develop detailed test plans with cases that represent all customer use cases, edge cases and negative test cases.
Work closely with developers, product management, and design team to ensure the app features provide a great experience and implemented to spec.
Validate code changes by executing the test plans you created and perform regression testing on bug fixes.
Investigate issues reported by customers in the field, internal test engineers, and your own testing.
Drive and use our products daily and report bugs/UX issues.
REQUIREMENTS:
BS in Computer Science, Physics, Computer Engineering, Electrical Engineering or proof of exceptional skills in related fields, with practical software engineering experience.
Strong software development skills in one or more common programming/scripting languages such as Ruby, Python, Go, C/C++, or Java.
5+ years of Software Testing/QA Engineer experience.
Mobile/Web application development/testing.
Desire to work in a fast paced, demanding and highly collaborative environment.
Familiar with Linux/Unix environments.
Excellent communicator, lead by example."
"Infotainment Software Engineer, Automation","The Role: 
Tesla is looking for a Software Engineer in Test to join our Infotainment QA Engineering team. This team is focused on testing all new UI features on the various vehicle Infotainment displays (Model S, Model X, Model 3, etc.). You will work with other QA automation engineers, developers and user experience testers to ensure new features are well tested through automation. You will be responsible for developing automated tests to cover all new and legacy features.
Responsibilities: 
·        Develop automated test scripts that validate UI/UX functionality specific to music and multimedia.
·        Work closely with QA engineers, developers, and user experience testers to ensure the UI features are well tested through automation.
·        Add to and maintaining automated test coverage for Infotainment UI.
·        Generating test plans for new features within the development cycle.
·        Evolve legacy test suites to run on any given variant.
·        Expanding SIM functionality for its use within Tidal to provide coverage for more features.
·        Contribute to design of Semi Truck sim environment for Infotainment Validation: Building out necessary components for simulated drive time/use - BMS Simulator, DI Simulator, Alarm simulator Etc. (Apply these components to existing platforms).

Requirements: 
·        BS in Computer Science, Physics, Computer Engineering, Electrical Engineering or proof of exceptional skills in related fields, with practical software engineering experience.
·        1+ years of Software Testing/QA Engineer experience.
·        Desire to work in a fast paced, demanding and highly collaborative environment.
·        Familiar with Linux/Unix environments.
·        Strong experience with industry standard development and automation tools (Stash, JIRA, Jenkins, Git, Docker, etc).
·        Strong familiarity with industry continuous integration concepts."
Front End Software Developer,"As a Front-End Software Developer you will help shape the next generation of engineering software and fulfill Design Technology’s mission to accelerate the pace of design iterations across our whole product portfolio and for all design phases of the product lifecycle.
The ideal candidate is a highly skilled engineer with proven ability to 
· Create scalable and responsive solutions
· Display complex data in digestible form
· Interact with domain expert from various field of automotive engineering
· Track the latest industry best practice for user experience and user interfaces designs
The successful candidate will work within the Design Technology team and with business stakeholder to create new UX and maintain the existing ones.
Responsibilities
· Design, Develop and maintain software focusing on engineering data authoring
· Continually learn, set, teach, apply software best practices, design patterns, tools and technologies
· Develop scalable solution using tools like React, Angular, C#.net, and other web development framework.
· 
Requirements
· 3 years designing and integrating multi-component systems, web service development
· Familiarity with RESTful API Design & Implementation
· Proficient in web technologies: JavaScript, HTML, CSS, modern task runner et testing tools
· Experienced with AngularJS, ReactJS
· Adept in a least one additional programming/scripting language (e.g.: Python, Bash, Go, etc.)
· Understanding of SQL database design and modeling
· Experience with building scalable systems
· Experience with CICD pipeline and how to integrate Front-end design in that pipeline
· Excellent written/verbal communication skills
Plus
· Portfolio of latest projects
· Experience in User Experience design
· Exposure to the automotive industry
· Exposure to CAD and PLM platform"
Software Developer - System Test Automation,"The Role
Tesla’s Energy Products team is looking for a software developer passionate about our mission to accelerate the transition to sustainable energy and ready to help us push the boundaries of continuous integration firmware test. You will support development of test automation sequences and analyses running 24/7 firmware and software regression tests on high-power battery systems, EV chargers and solar products. These tests will serve to enable faster and more efficient firmware and software development to quickly deliver new features and bug fixes to our customers.
Responsibilities
Write test scripts and analyses in Python for all Tesla Energy Products including high power grid-connect batteries, EV chargers and solar products.
Develop and maintain Python tools for data acquisition, communications, test execution, and automated post-processing.
Support test engineers using automation tools with trouble-shooting and bug fixing.
Monitor automation tool performance to quickly detect and fix issues.
Full ownership of end-to-end delivery of robust, reliable test automation sequences.
Requirements
BS or higher in computer science or related, or proof of exceptional skills in related fields, with practical engineering experience.
High level of skill in Python

Preferred
Understanding of electrical engineering principles; ability to read & understand schematics, use lab instruments (e.g. oscilloscopes), and build basic electrical systems
Proven experience developing and maintaining testing systems and dev ops tools (e.g. Docker, Jenkins)
Proficiency with network communications and network analysis"
"Product Security Engineer, Vehicle Software","The Role: 
We are looking for a highly motivated engineer specializing in product security to work on Model S, X, 3 and future R&D projects.  Other car companies have talked for years about a future of ""connected cars."" At Tesla, we make it happen. We regularly send over-the-air software updates to our Model S and Model X fleet, seamlessly delivering new features and improvements to our customers. Our mobile applications allow customers to interact with their cars via real-time, low-latency two-way communication. We also build tools for our internal sales, delivery, and service teams. Today we remotely identify potential vehicle issues before a customer does—and often fix problems remotely too. To this end information and product security is of the utmost importance. 
As a Product Security Engineer for Tesla you will be expected to analyze system services, operating systems, networks and applications from a security perspective. You will be expected to be skilled at discovering security issues and recommending patches. You will participate in security audits, risk analysis, vulnerability testing and security reviews.   
Responsibilities: 
Help ensure Tesla's products are implemented to a high security standard: Model S / Model X / Model 3 / Roadster / Powerwall / infrastructure.
Work with teams to implement, identify and advance security at Tesla.
Conduct penetration tests and risk assessments in an automotive environment.
Work with Tesla teams and external suppliers to drive remediation. Help to design a secure connected vehicle architecture.
Audit embedded code to identify security vulnerabilities.
Lead security initiatives and serve as a point of contact.
Work with vendors, partners, and other Tesla teams to drive remediation.
Conduct risk assessments to prioritize threats and compare mitigation strategies.
Assist design teams in developing secure automotive systems.
Requirements: 
BS in Computer Science, Physics, Computer Engineering, Information Security, Electrical Engineering or proof of exceptional skills in related fields, with practical software engineering experience.
Strong investigative and analytical problem solving skills.
Experience with secure architecture design. Strong communication skills, both written and spoken.
Security expertise in one or more of: C, C++, x86, ARM, CAN, cryptography, exploit development.
Penetration testing experience.
Proficient in software development, auditing code and features.
Automotive & Hardware experience a plus but not required."
"Data Scientist, Toolbox Software","The Role
Service Engineering exists uniquely at the intersection of firmware/hardware design, service, diagnostics, manufacturing, quality, and reliability. We multiply efforts of service in the areas of diagnostics, repairs, and maintenance, while simultaneously reducing the need for each. As a Service Engineering Data Scientist, you will be responsible for data-driven decision making and data products on a wide variety of cross-functional projects within the global Service Engineering organization. You will have an integral part in critical projects that improve our products, support them in the field, and improve our diagnostics capabilities. You are skilled in both analyzing data and building data pipelines. You are strong in data visualizations, and have an excellent ability to extract insights from data.
 Responsibilities
Use big-data technologies to solve complex problems in a fast-paced environment.
Explore and understand Tesla's various data platforms and systems and drive the team as a whole to be more data-driven.
Extract insights from data, summarize and clearly communicate them, and develop visualizations and/or other tools for self-service of those insights.
Partner with department leadership team to gather critical data to prioritize projects and measure success.
Build data pipelines, develop efficient queries in SQL and leverage Spark/Presto to query the entire Tesla fleet.
 Requirements
Expert in data visualization and dashboard creation with Tableau or similar tools.
Expert with relational databases and SQL.
Proficient in Python coding, software version control, and software testing with an attitude of fast iteration.
Strong foundation in statistics, probability, and experimental design.
Experience with big data systems such as Hadoop and Spark.
Self-starter and adept at navigating distributed teams; can work independently and find the best data sources to provide insights to the team.
Excellent verbal and written communication skills.
 Desired Skills
Interest and knowledge of NoSQL and time series databases.
Proficiency in data science libraries such as Pandas or Numpy."
Software Developer - Test Systems,"The Role
Test Systems Engineering identifies, designs and builds end to end test solutions to accelerate research and product development cycles. The team leverage internal technologies to reduce cost and complexity while improving test functionality and flexibility. A critical fast paced and agile team working within the Engineering department across Vehicle, Energy and Charging platforms, TSE facilitates operational excellence in test execution and efficiency.
The TSE team is looking for a highly motivated software engineer responsible for all facets of test systems development. This candidate will have a solid understanding of EE fundamentals to understand the data acquisition and power electronics controls that are fundamental to many test systems. The candidate will be analytical and organized in their approach as well as a strong communicator to network across the engineering organization.

Responsibilities
Architect and develop high performing HIL/SIL applications in LabVIEW and Python which are well organized, structured, documented, and reusable.
Develop, maintain SQL/NoSQL database infrastructure supporting large scale time-series data and analysis.
Investigate root cause of failures to drive continual improvement.
Develop engineering tools, including desktop and web based testing applications.
Commission and troubleshoot new electromechanical test systems.
Build HIL/SIL test systems from ground up using open-source hardware and software platform.
Introduce bleeding edge technology to the team.

Requirements
Minimum BS degree in Software, Electrical, or Mechatronics Engineering or equivalent and +3 years of experience in software product development.
Expert in electromechanical test and test automation.
Experience developing real-time/non real-time test applications in LabVIEW.
Knowledge of SQL and NoSQL database, i.e., Hadoop, mongoDB, MySQL etc.
Experience in HIL/SIL software architecture.
Experience in writing device drivers for 3rd party hardware in Windows and Linux.
Experience with Python and Git or other source control platforms.
Strong understanding of high voltage and electrical principles.
Familiarity with a range of electrical bench test instruments.
Strong interpersonal and communications skills.

Desired
Experience with automotive communication protocols and tools, including CAN, LIN, PCAN, CANape, NI-XNET, Ethernet etc.
RESTful web services and web applications.
Expert in database schema and web system design.
Experience with testing of high-power equipment, i.e. motors, power electronics.
Experience in test automation frameworks.
Experience in CI tools (Jenkins etc.)
Experience with PCB layout and schematic design.
Passion for EV’s and sustainable energy."
"Backend Software Engineer, Design Technology","The Role
We are seeking an experienced software engineer to lead the Design Technology team at Tesla. This team is responsible for developing systems which will facilitate and accelerate the pace of design and manufacturing at Tesla across our whole portfolio of products (Passenger vehicles, Commercial vehicles, Energy & Solar).
Tesla’s mission to accelerate the transition to sustainable energy requires us to be extremely efficient and automated and Design Technology is laying the foundations we need to build the machine that build the machine.
The successful candidate will have strong technical skill, an ability to navigate trade-offs, and a dedication to delivering quality code.
Responsibilities
Develop state of the art code
Contribute to the software development culture of the group
Develop and maintain relationships across groups with all the stakeholders in the system
Design, extend and review software architecture
Be hands on and involved with every stage of the product development cycle
Contribute to standards and best practice for software engineering
Share and seek expertise across groups at Tesla
Requirements
3+ years software engineer experience with evidence of excellence
Strong development skills in languages such as go, java, c/c++, python (existing codebase is mostly written in go with some java components)
Comfortable navigating trade-offs to bring the right data structures and algorithms to the problem, with a solid grasp of distributed algorithms (e.g. distributed consensus).
Meticulous around visibility of the systems you build; openmetrics (prometheus/grafana), centralised structured logging, tracing.
Dedicated to unit and integration testing and coverage.
Solid systems understanding (specifically Linux, and particularly around performance analysis)
Comfortable using the tools of the trade; debuggers, source control, profiling, unit test coverage.
Familiarity with developing APIs with the care they deserve (e.g. gRPC/REST with OpenAPI/Swagger)
Familiarity with cloud native deployment practices; specifically, containers and container orchestration platforms (Docker/Kubernetes/Helm) and the kubernetes environment (networking, nginx ingress, apache, haproxy, etc) and familiarity with cloud native development best practices (12 factor applications)
Familiarity with publish/subscribe event buses such as Apache Kafka or NATS, as well as distributed data stores (relational and otherwise) and an understanding of underlying technologies (e.g. log-structure merge trees, raft etc)
Knowledge with object stores (S3, geographically distributed storage)
Familiar with authentication and authorisation techniques (e.g. OpenID Connect)"
Software Engineer - Factory Software,"Role
The Factory Software team is seeking a Site Reliability engineer to join the Factory Software team.  The Factory Software team writes, runs software and services to orchestrate the flow of manufacturing and materials through Tesla factories. We apply agile development on a modern, distributed system architecture to provide the operational foundation for high-volume vertically integrated 24x7 manufacturing of complex, safety-critical products. Our solutions integrate tightly with both business applications and manufacturing and material automation to coordinate work by factory and warehouse operators and supervisors. We also enable continuous product and process improvement with actionable analysis and visualization of product quality, genealogy, and manufacturing flow.
Responsibilities
•      Understand full stack of factory software systems
•      Monitor performance and provide recommendations for areas of improvement
•      Authoring technical documentation for workflows/processes/best practices.
•      Manage our on and off-prem kubernetes clusters to support our growing workloads
•      Take part in a 24x7 on-call rotation.
•      Influence architectural decisions with focus on security, scalability and high-performance.
•      Setup and maintain monitoring, metrics & reporting systems for fine-grained observability and actionable alerting.
Requirements
•      4+ years of managing services in a distributed, internet-scale *nix environment.
•      BS or MS degree in Computer Science or Engineering, or equivalent experience.  
•      Ability to prioritize tasks and work independently
•      Advanced or expert-level Linux administration.
•      Track record of practical problem solving under pressure.
•      Excellent communication, and documentation skills.
•      Advanced experience with configuration management systems such as Ansible, Puppet or Terraform.
•      Experience with AWS, or other cloud infrastructure providers.
•      Experience managing container-based workloads, using Kubernetes or other orchestration software
•      Proficiency in a high-level language like Python, Go, Ruby and/or Java
•      Excellent communication skills to collaborate with teams globally
•      Ability to manage competing priorities, and work well under pressure
•      Self-driven with an analytical mind with a bias for action
•      Knowledge of big data platforms such as Hadoop a plus"
"Staff Site Reliability Engineer, Factory Software Systems","Role
The Core Automation Services (CAS) team at Tesla is building applications to enable manufacturing, with an eye towards reliability, availability, scalability, speed and security. We're a diverse team composed of Controls Automation Engineers, Software Engineers, and various other disciplines that help facilitate automated manufacturing processes.
As an SRE on the CAS team you'll be working with the infrastructure, systems and applications that act as the middleware layer between Programmable Logic Controllers (PLCs) and the outside world, such as Databases, MES systems and other services.
 Responsibilities
Support interim HMI/SCADA vendor application (Ignition from Inductive Automation)
Building tooling around it, evaluating its usage, and helping to ensure its reliability, availability and security
Design software and systems that enable automated manufacturing at Tesla
Assist Software, Controls, Manufacturing and other types of Engineers with onboarding and integrating services into the Tesla stack (Kubernetes/VMWare/Bare-metal)
Ensuring best practices and observability of the service, such as metrics, logging, tracing, and alerting
Automate configuration and deployment of services
Consult on and design infrastructure, systems and application architecture
 Requirements
3+ years as DevOps/Site Reliability Engineer
Experience with Virtualization or Containerization (VMWare/Kubernetes preferred, or Xen, OpenStack, etc.)
Expert skills in Linux and its administration (Ubuntu preferred, or CentOS, RHEL, etc.)
Understanding of networking (Routing/Switching, VLANs, Firewalls, Load Balancers)
Understand the concepts of Observability and Infrastructure as Code (Prometheus, AlertManager, Grafana, Jaeger and/or Splunk)
Able to read/understand code (Bash, Python, Java, Go preferred, or any other high level alternative)
CI/CD pipeline experience (GitLab preferred, or Jenkins/CircleCI/TravisCI, etc.)
Systems Automation (Ansible preferred, or Chef/Puppet)
Artifact storage/retrieval (Artifactory preferred, or alternative)
Monitoring/Visualization (Prometheus/AlertManager/Gafana/OpsGenie preferred, or TICK stack, Nagios, Zabbix, PagerDuty, etc.)
Secrets management (Hashicorp Vault and Ansible-Vault preferred, or Azure Key Vault, AWS Secrets Manager, etc.)
Understand the concepts of Observability and Infrastructure as Code
Comfortable on an on-call rotation
Comfortable doing live troubleshooting of issues on NOC bridges/outage calls
Habitual documenter and spreader of knowledge
Willing to mentor other team members and engineers with less SWE/IT type knowledge
Strong bias for action vs endless planning, willing to get hands dirty and make mistakes sometimes"
Staff Software Engineer (Golang),"Role
Tesla is looking for a strong Software Engineer to design and develop software for its current and next generations of Business Systems Applications. This position will be working with the Software Engineering team in Fremont, CA.   
The team will build the system used to supply material to the distribution and service centers. It will be built with the long-term vision of being a global system to manage warehouses for all Tesla business operations, which includes Vehicle Service and Energy Products. This will be a business-critical system essential to support the growth and mission of Tesla.  The candidate will be working in Go, Angular, React, and MySQL.
 Responsibilities
Design, implement and deliver end-to-end fully functional solutions.
Contribute relevant, clean, concise quality documentation to Tesla’s knowledge base to support increase organizational information sharing.
Automating your repetitive development tasks.
Evangelize best practices in Software development and Software development lifecycle.
Requirements
B.S. degree in Computer Science, IT or related fields
4+ years in Application Development
RESTful API Design & Implementation
Experience with Automated Testing
Web Frontend Development, using tools such as JavaScript, Angular, React, etc.
Backend Development, using tools such as Go, Java, Ruby, etc.
Database knowledge such as MySQL, Oracle, Postgres etc. 
Experience working on business services software or enterprise software
 "
PLM Solution Architect – Software,"The Role

As a PLM Solution Architect, you will help shape the next generation of engineering software and fulfill Design Technology’s mission to accelerate the pace of product development across our whole portfolio of vehicle, energy and solar products.
To fulfill its goal, the Design Technology team is injecting some core software engineering principles in the mechanical engineering world. We are:
Making the design work more efficient by developing state of the art tools.
Driving better decision making by ensuring that design data is broadly available.
Accelerating design iterations by shrinking the feedback loop.
Your role as a PLM Solution Architect will be to lead the design and implementation of our technical vision. You will interface with business stakeholders, developers, and program managers to determine the best solutions to Tesla’s need.
The ideal candidate has a proven experience with Product Lifecycle Management system, a deep understanding how complex product are design, manufactured and serviced and experience with solution development in those contexts.
Responsibilities
Provide technical and architectural direction for the PLM system and technical staff.
Develop detailed technical specifications for solutions to business challenges.
Prepare and present trade-off analyses for technical decisions.
Interface with IT professionals to stand up server and network solutions for the PLM system.
Interface with business analysts and stakeholders to understand the needs of the business.
Coordinate with Project Management to highlight risks and technical constraints.
Stay abreast of current and emerging technologies and trends relevant to the PLM space.
Requirements
Bachelor’s degree in Information Technology, Software Engineering, Computer Science, or related field.
5+ years of experience in engineering and software architecture design.
Experience of designing/ handling data between different applications.
Efficient communication skills.
Strong organizational and leadership skills.
Advanced understanding of business analysis techniques and processes.
Plus
In-depth understanding of coding languages (Java, Python, C, etc.) and design patterns.
Project management and leadership skills.
Experience with the 3DExperience Platform and its product."
"Software Engineer, Factory Software (Golang)","The Role

We are looking for a highly motivated software engineer specializing in server-side software and backend development. You will join a small, expert team building server-side software for the systems that manufacture our cars, superchargers, and energy storage. The ideal candidate will have a passion for building world-class software and a track record of success creating highly and scalable software systems. You will need strong software engineering skills, excellent interpersonal communication, and experience accepting and giving meaningful feedback on technical designs and pull requests.


Responsibilities
Lead the requirements gathering, technical specification, and the design and development of complex MOS projects
Lead and contribute to software architecture design, development of software applications, and integration into enterprise systems
Lead enterprise-scale MOS software introduction and subsequent roll-out to future production lines
Prepare and implement the long-term MOS support strategy
Develop and validate software test plans
Work closely with Operations, Manufacturing Engineering, Quality, and Supply Chain teams
Interact with teams of engineers from multiple disciplines

Requirements
Bachelor’s degree or higher in CS, CE, EE or the equivalent in experience and evidence of exceptional ability.
Minimum 1 year of working experience. 
Experience in restful services.
Experience with distributed version control (GIT) .
Web fundamentals like HTML, JavaScript, CSS & angular JS
Expertise in modern web technologies and frameworks, preferably Go.
Excellent interpersonal communication skills."
"Sr. Embedded Software Engineer - Software Platforms, Audio Systems","The Role 
Tesla's System Software team provides the foundation on which the in-vehicle user experience is built. We build the software platform (kernel, bootchain, drivers, and lower level userspace platform services) for our innovative Infotainment hardware. This includes high resolution touch displays, high definition audio, bluetooth/wifi/cellular connectivity, USB, cameras, all connected to high performance multi-core processors and GPUs. Our software is based on Linux, GNU toolchain, buildroot, and other open source projects, delivering the security, capability, and performance demanded by our user experience. As part of this team, you would be focused on the audio software subsystem and framework for existing and next generation infotainment products.
Responsibilities 
Develop drivers, middleware and interfaces to user-space applications for the audio subsystem
 Drive architecture and execution for audio software systems and hardware with the hardware and DSP engineers.
 Use existing available hardware in innovative ways to solve problems
Integrate software components into a fully functional software system
Write well structured, testable, efficient, and maintainable code
Build and deploy software tools, processes and metrics
Board bringup and hardware design validation 
Requirements 
4+ years software/firmware development experience
2+ years experience w/Embedded Linux
Excellent C/C++ coding skills
Strong Linux kernel fundamentals
Experience with audio systems (ALSA, audio framework, audioflinger, audio drivers)
Experience with board /chip bringup
Excellent problem solving, critical thinking, and communication skills
Upstream contributions to Linux Kernel is a plus 
Contributions to involvement with open source projects is a plus
Experience with RTOS or bare-metal embedded development is a plus"
Mobile Software Engineer - React Native,"The Digital Experience team at Tesla is at the forefront of building a consistent, global customer experience across all digital touchpoints – web, native apps and in-car infotainment systems. This team is building the next generation products and supporting infrastructure which allows our customers, living in 60+ countries, to understand, interact and purchase our amazing vehicles and energy products.

Tesla is seeking a Front-End Mobile Software Engineer to join our team and help build the next generation of web solutions for our service partners and customers as it relates to the ownership experience.  You will be challenged to turn apps around quickly but thoughtfully, balancing speed to market with longevity and scalability, all in the name of extraordinary customer experiences.

Responsibilities
Design, code and maintain mobile user experiences end-to-end.
Optimize code for performance, stability and maintainability.
Work with a cross-functional team of hardware engineers, application/UI software engineers, QA/Validation, and designers

Requirements
Bachelor’s Degree in Computer Science, Software Engineering, or similar areas of study. Minimum 2 years’ experience in Mobile (iOS/Android) development.
 1+ years building web and/or mobile experiences with evidence of exceptional ability
Proficient with React Native and Redux.
Proficient with TypesScript is a plus.
Familiar in Objective-C or Java.
Excellent grasp of fundamental computer science concepts, good at solving complex technical problem.
Experience using common design patterns. High standards for code quality, maintainability, and performance.
Experience creating, maintaining and shipping top-ranking mobile apps is preferred."
"Embedded Software Engineer, Battery Management Systems (BMS)","The Role
As an Embedded Software Engineer on the Battery Management System (BMS) Team, you will have the opportunity to accelerate the delivery of quality Tesla products to consumer markets.  You will be responsible for architecting, designing, and implementing firmware validation procedures, equipment, and automation regarding high voltage systems.  Your effort to create and spin up various automated validation infrastructures will have a direct impact on the reliability and robustness of the Tesla products as well as the customer experience.  The Tesla battery team is extremely focused on the quality of users’ indicators (i.e. range, SOC, power, etc.) which directly plays into the overall experience and the safety of the system as a whole.  The team strives to create robust, efficient firmware and your responsibility is to ensure the code quality extremely high.  You will work within the development and integration teams to create innovative automated test systems and implement tests are on these platforms.  These systems explore and validate the performance capabilities of our hardware and firmware. You will also play an important role in our future technologies roadmap, including firmware support for new products, packs, cells, etc.
Responsibilities
Work with various cross-functional teams to develop requirements for new BMS features, diagnostics, algorithms, etc
Design, implement and test cutting-edge algorithms for run-time BMS logic to derive State-of-Charge, State-of-Health, State-of-Power and State-of-Energy computations.
Develop Software-in-the-Loop infrastructure in a object-oriented fashion, making high degree of re-use of existing objects and objects that are highly reusable
Develop and enhance existing battery models to ensure Real vs. Simulation accuracy
Design rapid test iteration framework for developers to use for quick, at-desk spot checks
Develop “real world” playback mechanism for field data, integrating with existing Tesla data systems
Develop behavior models for various sub components of the vehicle, complete with fault insertion capability engineered in
Develop complex battery aging model(s) which accurately reflect true cell aging patterns
Requirements
BS in Electrical Engineering, Computer Science, Computer Engineering or proof of exceptional skills in related fields with practical software engineering experience
Minimum of 2 years of relevant experience (firmware engineer, embedded design and/or validation)
Expertise testing devices and debugging hardware (oscilloscope, logic analyzer, DMM)
Desire to participate in improving code robustness and designing testing infrastructure
Ability to think creatively and produce “outside of the box” solutions
Proficiency in C and C++
Scripting skills in at least one common language (Python, Perl, Shell)
Preferred: CANalyzer / CANape experience
Preferred: Experience in schematic design & capture (Altium Designer)
Preferred: Experience with FPGA or HDL (Verilog, VHDL)
Preferred: Background with Simulink and modeling embedded designs"
"Software Engineer, Mobile & Web UI","The Role
Want to engineer rich user experiences that power our Megapack, Powerpack, Powerwall, Tesla Solar, Solar Roof, Powerhub, and Autobidder products? Want to create bleeding-edge UI for our mobile application? Want to contribute to a sophisticated platform for trading energy in real-time financial markets, shaping the future of the electric grid? Tesla is looking for entry-level, Senior, and Staff Software Engineers to contribute to our complete suite of user interfaces, driving the worldwide transition to sustainable energy.

Powered by our highly performant distributed systems, our UIs are built with Typescript, React, React Native, D3 Scales, WebGL, and the Godot Engine. We collaborate closely with our Los Angeles Design Studio, focus on extensible design systems, and obsess over open-source quality solutions to create scalable applications. We move quickly with an emphasis on data contracts via protocol buffers, and aspire to always delight our users with wonderful interactions. If this sounds like your jam, we want to chat!

Responsibilities
Engineer UI platform using TypeScript, React, React Native, Redux, D3 Scales, WebGL, and the Godot Engine.
Obsess over delivering beautiful, intuitive, and power applications for our users across the consumer, commercial, and industrial industries.
Provide technical leadership and innovation to push our product suite forward.
Increase application stability and performance through unit, integration, and stress testing.

Requirements
Bachelor's or Master's degree in computer science, engineering, or equivalent work experience.
Minimum 2 years of experience building applications for the web, iOS, or Android. "
"Software Engineer, Supply Chain Automation","Tesla’s Core Automation team is responsible for designing and bringing up Gigafactories globally.  At Gigafactory scale, traditional approaches break down, with the worst problems arising from the interaction between the factory and the rest of the world.  To address this challenge, Tesla invests in a world-class Supply Chain Automation (SCA) team.  The SCA team is working on pattern recognition in purchasing data, image processing for industrial automation, operations research for material planning, and IoT and robo-fleet management, among many other projects.  These are high-impact initiatives, some with hundred million-dollar impacts.  At this time, we are seeking engineering athletes that want the autonomy and support to grow this impact at a foundational time in the company’s history. 
 Responsibilities 
Work with other engineers to design and maintain web and mobile applications for Tesla’s supply chain and manufacturing teams 
Own the full software stack for multiple applications, including DevOps considerations 
Interact with AWS and on-premises infrastructure 
Build automation to proactively monitor applications, trigger alerts, enable quick investigations, and quickly deploy fixes 
 Requirements 
3+ years of software engineering experience with a subset of the following and a willingness to learn quickly: 
Python, Go, and Bash  
JavaScript and React 
Docker 
Kafka, RabbitMQ, or Kinesis 
Kubeless, AWS Lambda, or other serverless technology 
*nix 
Terraform, Kubernetes, and Ansible 
PostgreSQL, MsSQL, MySQL, and Redis 
AWS RDS, Clickhouse, CockroachDB, or FoundationDB 
Android and device management 
Basic knowledge of web systems, i.e., DNS, subnets, security groups, and firewalls "
